0.464204,0.012718,
0.891148,0.107366,
0.975669,0.024927,
0.668965,0.085709,
0.586445,0.205177,
0.504723,0.036748,
0.668965,0.085709,
0.504723,0.036748,
0.964893,0.512347,
0.676229,0.360915,
0.979923,0.216729,
0.072187,0.377116,
0.974051,0.099816,
0.868540,0.421438,
0.464204,0.012718,
0.268679,0.147246,
0.136045,0.102338,
0.478328,0.999254,
0.558260,0.103817,
0.558260,0.103817,
0.425978,0.492987,
0.801396,0.498187,
0.662210,0.067270,
0.268679,0.147246,
0.894419,0.129261,
0.668965,0.085709,
0.268679,0.147246,
0.964893,0.512347,
0.425978,0.492987,
0.801396,0.498187,
0.504723,0.036748,
0.324447,0.671810,
0.464860,0.394108,
0.711850,0.762768,
0.163771,0.182190,
0.964893,0.512347,
0.031043,0.016054,
0.974051,0.099816,
0.484607,0.099606,
0.464204,0.012718,
0.031043,0.016054,
0.753262,0.898495,
0.686941,0.849468,
0.815823,0.146040,
0.268679,0.147246,
0.990893,0.060074,
0.450404,0.226345,
0.975669,0.024927,
0.676229,0.360915,
0.751608,0.387161,
0.909273,0.030846,
0.891148,0.107366,
0.310482,0.098665,
0.327228,0.586397,
0.979923,0.216729,
0.484607,0.099606,
0.974051,0.099816,
0.583522,0.979769,
0.640951,0.886936,
0.914617,0.820064,
0.914617,0.820064,
0.318020,0.263861,
0.031043,0.016054,
0.751608,0.387161,
0.676229,0.360915,
0.558260,0.103817,
0.868540,0.421438,
0.464204,0.012718,
0.794244,0.930136,
0.668965,0.085709,
0.899039,0.781912,
0.711850,0.762768,
0.676229,0.360915,
0.868540,0.421438,
0.371246,0.602095,
0.801396,0.498187,
0.310482,0.098665,
0.371246,0.602095,
0.478328,0.999254,
0.807713,0.748729,
0.058055,0.439674,
0.504723,0.036748,
0.586445,0.205177,
0.442960,0.391044,
0.888360,0.783750,
0.558260,0.103817,
0.879638,0.193241,
0.852916,0.307879,
0.385536,0.300123,
0.425978,0.492987,
0.975669,0.024927,
0.975669,0.024927,
0.385536,0.300123,
0.801396,0.498187,
0.464860,0.394108,
0.407612,0.163033,
0.504723,0.036748,
0.879535,0.293978,
0.464860,0.202673,
0.807713,0.748729,
0.464204,0.012718,
0.891148,0.107366,
0.975669,0.024927,
0.668965,0.085709,
0.484607,0.099606,
0.979923,0.216729,
0.464204,0.012718,
0.852916,0.307879,
0.979923,0.216729,
0.891148,0.107366,
0.668965,0.085709,
0.504723,0.036748,
0.031043,0.016054,
0.975669,0.024927,
0.914617,0.820064,
0.464204,0.012718,
0.504723,0.036748,
0.891148,0.107366,
0.975669,0.024927,
0.975669,0.024927,
0.668965,0.085709,
0.464204,0.012718,
0.504723,0.036748,
0.668965,0.085709,
0.975669,0.024927,
0.975669,0.024927,
0.484607,0.099606,
0.464204,0.012718,
0.504723,0.036748,
0.868540,0.421438,
0.815823,0.146040,
0.975669,0.024927,
0.504723,0.036748,
0.504723,0.036748,
0.852916,0.307879,
0.464204,0.012718,
0.484607,0.099606,
0.975669,0.024927,
0.031043,0.016054,
0.801396,0.498187,
0.464204,0.012718,
0.464204,0.012718,
0.504723,0.036748,
0.975669,0.024927,
0.504723,0.036748,
0.975669,0.024927,
0.990893,0.120167,
0.668965,0.085709,
0.751608,0.387161,
0.974051,0.099816,
0.891148,0.292438,
0.504723,0.036748,
0.558260,0.103817,
0.558260,0.103817,
0.974051,0.099816,
0.464204,0.012718,
0.975669,0.024927,
0.504723,0.036748,
0.668965,0.085709,
0.464204,0.012718,
0.909273,0.030846,
0.975669,0.024927,
0.801396,0.498187,
0.676229,0.360915,
0.558260,0.103817,
0.668965,0.085709,
0.964893,0.512347,
0.268679,0.147246,
0.975669,0.024927,
0.668965,0.085709,
0.975669,0.024927,
0.407612,0.163033,
0.879535,0.293978,
0.668965,0.085709,
0.504723,0.036748,
0.504723,0.036748,
0.974051,0.099816,
0.668965,0.085709,
0.504723,0.036748,
0.031043,0.016054,
0.975669,0.024927,
0.504723,0.036748,
0.975669,0.024927,
0.891148,0.107366,
0.974051,0.099816,
0.484607,0.099606,
0.668965,0.085709,
0.975669,0.024927,
0.668965,0.085709,
0.975669,0.024927,
0.484607,0.099606,
0.407612,0.163033,
0.484607,0.099606,
0.807713,0.748729,
0.914617,0.820064,
0.668965,0.085709,
0.801396,0.498187,
0.464204,0.012718,
0.031043,0.016054,
0.974051,0.099816,
0.464204,0.012718,
0.891148,0.107366,
0.975669,0.024927,
0.668965,0.085709,
0.975669,0.024927,
0.891148,0.107366,
0.504723,0.036748,
0.464204,0.012718,
0.464204,0.012718,
0.975669,0.024927,
0.668965,0.085709,
0.464204,0.012718,
0.504723,0.036748,
0.504723,0.036748,
0.975669,0.024927,
0.504723,0.036748,
0.975669,0.024927,
0.484607,0.099606,
0.504723,0.036748,
0.975669,0.024927,
0.975669,0.024927,
0.504723,0.036748,
0.975669,0.024927,
0.464204,0.012718,
0.975669,0.024927,
0.464204,0.012718,
0.975669,0.024927,
0.464204,0.012718,
0.975669,0.024927,
0.975669,0.024927,
0.504723,0.036748,
0.668965,0.085709,
0.975669,0.024927,
0.504723,0.036748,
0.504723,0.036748,
0.464204,0.012718,
0.801396,0.498187,
0.464204,0.012718,
0.464204,0.012718,
0.504723,0.036748,
0.891148,0.107366,
0.975669,0.024927,
0.975669,0.024927,
0.464204,0.012718,
0.891148,0.107366,
0.891148,0.107366,
0.504723,0.036748,
0.504723,0.036748,
0.668965,0.085709,
0.891148,0.107366,
0.464204,0.012718,
0.464204,0.012718,
0.668965,0.085709,
0.484607,0.099606,
0.504723,0.036748,
0.464204,0.012718,
0.504723,0.036748,
0.504723,0.036748,
0.668965,0.085709,
0.504723,0.036748,
0.464204,0.012718,
0.668965,0.085709,
0.464204,0.012718,
0.975669,0.024927,
0.975669,0.024927,
0.668965,0.085709,
0.504723,0.036748,
0.668965,0.085709,
0.891148,0.107366,
0.464204,0.012718,
0.484607,0.099606,
0.668965,0.085709,
0.464204,0.012718,
0.668965,0.085709,
0.975669,0.024927,
0.937869,0.995399,
0.975669,0.024927,
0.975669,0.024927,
0.668965,0.085709,
0.464204,0.012718,
0.975669,0.024927,
0.891148,0.107366,
0.464204,0.012718,
0.464204,0.012718,
0.975669,0.024927,
0.464204,0.012718,
0.668965,0.085709,
0.801396,0.498187,
0.464204,0.012718,
0.504723,0.036748,
0.504723,0.036748,
0.464204,0.012718,
0.975669,0.024927,
0.668965,0.085709,
0.504723,0.036748,
0.464204,0.012718,
0.504723,0.036748,
0.530743,0.409034,
0.975669,0.546313,
0.504723,0.036748,
0.464204,0.012718,
0.891148,0.107366,
0.975669,0.024927,
0.668965,0.085709,
0.504723,0.036748,
0.891148,0.107366,
0.504723,0.036748,
0.975669,0.024927,
0.891148,0.107366,
0.668965,0.085709,
0.464204,0.012718,
0.975669,0.024927,
0.975669,0.024927,
0.975669,0.024927,
0.464204,0.012718,
0.464204,0.012718,
0.504723,0.036748,
0.975669,0.024927,
0.975669,0.024927,
0.668965,0.085709,
0.668965,0.085709,
0.975669,0.024927,
0.975669,0.024927,
0.464204,0.012718,
0.504723,0.036748,
0.504723,0.036748,
0.504723,0.036748,
0.975669,0.024927,
0.975669,0.024927,
0.891148,0.107366,
0.504723,0.036748,
0.464204,0.012718,
0.464204,0.012718,
0.975669,0.024927,
0.464204,0.012718,
0.975669,0.024927,
0.975669,0.024927,
0.464204,0.012718,
0.668965,0.085709,
0.464204,0.012718,
0.464204,0.012718,
0.975669,0.024927,
0.975669,0.024927,
0.975669,0.024927,
0.975669,0.024927,
0.464204,0.012718,
0.668965,0.085709,
0.975669,0.024927,
0.668965,0.085709,
0.504723,0.036748,
0.464204,0.025978,
0.464204,0.012718,
0.464204,0.012718,
0.504723,0.036748,
0.668965,0.085709,
0.975669,0.024927,
0.668965,0.085709,
0.975669,0.024927,
0.504723,0.036748,
0.975669,0.024927,
0.975669,0.024927,
0.668965,0.085709,
0.975669,0.024927,
0.504723,0.036748,
0.891148,0.107366,
0.504723,0.036748,
0.975669,0.024927,
0.668965,0.085709,
0.504723,0.036748,
0.504723,0.036748,
0.668965,0.085709,
0.975669,0.024927,
0.891148,0.107366,
0.975669,0.024927,
0.975669,0.024927,
0.891148,0.107366,
0.668965,0.085709,
0.504723,0.036748,
0.464204,0.012718,
0.975669,0.024927,
0.975669,0.024927,
0.464204,0.012718,
0.975669,0.024927,
0.975669,0.024927,
0.464204,0.012718,
0.464204,0.012718,
0.491433,0.007336,
0.504723,0.036748,
0.504723,0.036748,
0.464204,0.012718,
0.464204,0.012718,
0.975669,0.024927,
0.504723,0.036748,
0.504723,0.036748,
0.668965,0.085709,
0.464204,0.012718,
0.464204,0.012718,
0.504723,0.036748,
0.504723,0.036748,
0.504723,0.036748,
0.464204,0.012718,
0.891148,0.107366,
0.975669,0.024927,
0.668965,0.085709,
0.975669,0.024927,
0.504723,0.036748,
0.464204,0.012718,
0.891148,0.107366,
0.464204,0.012718,
0.891148,0.107366,
0.464204,0.012718,
0.504723,0.036748,
0.668965,0.085709,
0.464204,0.012718,
0.504723,0.036748,
0.464204,0.012718,
0.504723,0.036748,
0.975669,0.024927,
0.504723,0.036748,
